id,Sentence,Aspect Term,polarity,from,to
237,"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.",IWORKS,positive,9,15
219,The macbooks are small enough to be very portable yet hold tons of information and performance.,performance,positive,83,94
2532,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork,negative,74,79
1993,"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).",BIOS,negative,62,66
2497,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.,application,neutral,17,28
888,The mousepad is a huge pain in the arse!,mousepad,negative,4,12
1120,"I hope to edit this in the next few hours, I am going to try to install my own copy of Windows 7.",Windows 7,neutral,87,96
1174,") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",Applecare,neutral,20,29
2100,"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.",windows,neutral,6,13
60,"Whenever I call Dell about an unrelated problem, they ask me if my laptop is running slowly and if I'd like to purchase more memory for $75.",memory,neutral,125,131
1454,  since then i have had minor problems with slow operation.,operation,negative,49,58
2705,Registration/1st use is easy.,use,positive,17,20
1177,Take your time and go through the tutorials patiently.,tutorials,neutral,34,43
961,  This time the mouse pad and right click key wouldn't work!,mouse pad,negative,16,25
3026,The first full charge of this battery got me only about 2 full hours.,battery,negative,30,37
2336,"I bought a cordless mouse for it, but don't always take it out;",cordless mouse,positive,11,25
2539,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,positive,144,148
2853,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support,negative,8,28
2976,They only stay charged a little over an hour.,charged,negative,15,22
1127,"The 4 USB ports are nice, but the two on the side only work now and then.",USB ports,conflict,6,15
1843,  I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,tech support,negative,77,89
1128,Keyboard could use some trimming.,Keyboard,negative,0,8
1767,Its white color is stylish for college students and easy to take to carry and take to classes.,color,positive,10,15
1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard,negative,85,93
1880,"When I am next to my router on my HP I get full service, on my Eee PC I get 3 bars.",full service,conflict,43,55
101,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty,positive,76,84
792,The letter A stopped working after the first week.,letter A,negative,4,12
1330,This is what I call a good after sales service.,after sales service,positive,27,46
3079,I took off a star because the machine has a lot of junk software on it.,software,negative,56,64
973,"With what I do know how to do, the computer works beautiful.",works,positive,44,49
2727,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk,negative,16,28
2791,"Most everything is fine with this machine: speed, capacity, build.",speed,positive,43,48
161,"For the same price, you get a lot more in the Asus....1920x1080 res.",price,negative,13,18
1494,"I made a photo book as a gift, on my computer, pushed ""Buy"" and it drew from my iTunes account and sent the book to my house, the book was of perfect quality-exactly how I had created it and looked better than I had even imagined.",iTunes,neutral,80,86
1545,"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).",portability,positive,108,119
1587,It is in the best condition and has a really high quality.,quality,positive,50,57
1236,When it come time for warranty service to Toshiba you don't matter.,warranty service to Toshiba,neutral,22,49
1911,  However the frozen screens kept happening.,screens,negative,21,28
275,"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,negative,15,20
191,3) Horrible customer support,customer support,negative,12,28
2349,The LED backlit display makes my pictures pop so much more.,LED backlit display,positive,4,23
2611,"Apple is always great about the aesthetics of things, they always come up with good looking products.",aesthetics,positive,32,42
2940,Runs smooth and quick.,Runs,positive,0,4
2577,The downside to this netbook is pretty much the same for any netbook: screen size is not something I'd stare at for the entire 10-11 hours of battery life five days a week.,screen size,neutral,70,81
2933,The graphics are great.,graphics,positive,4,12
1208,in 5 months the connect quality got worse and worse.,connect quality,negative,16,31
2494,"The big screen allows you to enjoy watching movies , pictures and etc!",screen,positive,8,14
2807,"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",headphone,negative,4,13
12,For the [$] price (special offer) this is a great laptop.,price,positive,12,17
986,the manufacturer's warranty only covers replacement/repair of parts.,warranty,negative,19,27
61,What I'd like is for the laptop to run well without having to purchase additional memory.,memory,negative,82,88
2463,It works exactly like it did the day I took it out of the box.,works,positive,3,8
